,Unnamed: 0,Id,Cultivo,Longitud,Latitud,Elevacion,Dataset,Campania,GlobalId,CultivoId,Tipo,class_idx
335,336,61,m,-61.90528703681096,-33.66976797801615,102.805565,BC,19/20,6547,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.903966067679,-33.66982114942139,102.805565,BC,19/20,6548,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90492573860272,-33.6689580385811,102.805565,BC,19/20,6549,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90428884174736,-33.66942826592904,102.805565,BC,19/20,6550,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90430118294387,-33.670084249991525,102.805565,BC,19/20,6551,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90409105286708,-33.669404556929976,102.805565,BC,19/20,6552,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.905089842229266,-33.67035278616324,102.805565,BC,19/20,6553,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.904750186255264,-33.670346898326166,102.805565,BC,19/20,6554,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90488252998681,-33.66962062870479,102.805565,BC,19/20,6555,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90459297666499,-33.66867955627983,102.805565,BC,19/20,6556,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90541404313052,-33.66921205814006,102.805565,BC,19/20,6557,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.904964444294336,-33.66977924841494,102.805565,BC,19/20,6558,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.9050677722108,-33.66915149964794,102.805565,BC,19/20,6559,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.904982329884284,-33.668963412617124,102.805565,BC,19/20,6560,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90490897350992,-33.670086763078885,102.805565,BC,19/20,6561,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90439892895707,-33.668684300361285,102.805565,BC,19/20,6562,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.904622724165904,-33.66956801459205,102.805565,BC,19/20,6563,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90389194554271,-33.67005862955206,102.805565,BC,19/20,6564,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.903912738325026,-33.668829099626784,102.805565,BC,19/20,6565,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.903902277805315,-33.66874192226468,102.805565,BC,19/20,6566,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90398498269819,-33.6701900711613,102.805565,BC,19/20,6567,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90539244031795,-33.66969809436776,102.805565,BC,19/20,6568,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.903815223818015,-33.67007415308636,102.805565,BC,19/20,6569,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.905356039607675,-33.66903367548854,102.805565,BC,19/20,6570,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90356400462071,-33.67030517965898,102.805565,BC,19/20,6571,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90529020748135,-33.6697058828225,102.805565,BC,19/20,6572,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.903621937238356,-33.669371874639985,102.805565,BC,19/20,6573,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90487890443833,-33.66895269407866,102.805565,BC,19/20,6574,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90509902327422,-33.66937978962086,102.805565,BC,19/20,6575,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90426383780569,-33.66892796465825,102.805565,BC,19/20,6576,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.90552583687756,-33.66867756267721,102.805565,BC,19/20,6577,4,MAIZ TARD O 2DA,3
335,336,61,m,-61.904678710805015,-33.67007611182717,102.805565,BC,19/20,6578,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73470536127888,-33.80812260021597,98.840019,BC,18/19,6579,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73348645378261,-33.80826697408447,98.840019,BC,18/19,6580,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734820746958405,-33.80780299882471,98.840019,BC,18/19,6581,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73407987763272,-33.80710180691355,98.840019,BC,18/19,6582,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73489280029949,-33.807776055943705,98.840019,BC,18/19,6583,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73340145791136,-33.80825405272311,98.840019,BC,18/19,6584,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73311663883674,-33.80751860266527,98.840019,BC,18/19,6585,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73353470462122,-33.80804771125628,98.840019,BC,18/19,6586,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734569463534655,-33.80708067213853,98.840019,BC,18/19,6587,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734353620020435,-33.80832730974725,98.840019,BC,18/19,6588,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73402872446261,-33.80732025454923,98.840019,BC,18/19,6589,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734386652806556,-33.80820224564567,98.840019,BC,18/19,6590,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73395641654784,-33.80713056111719,98.840019,BC,18/19,6591,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733111165436135,-33.80869123851071,98.840019,BC,18/19,6592,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734368118652895,-33.808687282425964,98.840019,BC,18/19,6593,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73445153265419,-33.80779069800946,98.840019,BC,18/19,6594,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73370116927101,-33.80721995811433,98.840019,BC,18/19,6595,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734643847453775,-33.807326291415485,98.840019,BC,18/19,6596,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73497279603293,-33.80785349421427,98.840019,BC,18/19,6597,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73398172635066,-33.80725512593068,98.840019,BC,18/19,6598,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733959619100006,-33.80870349658843,98.840019,BC,18/19,6599,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73374335691186,-33.80799030310575,98.840019,BC,18/19,6600,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73439951801161,-33.80817354664724,98.840019,BC,18/19,6601,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73394037775503,-33.807698755542766,98.840019,BC,18/19,6602,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73439766691792,-33.80734951707266,98.840019,BC,18/19,6603,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734301251692074,-33.80737877919282,98.840019,BC,18/19,6604,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73497884509231,-33.80864252796229,98.840019,BC,18/19,6605,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733754719078405,-33.80873416240908,98.840019,BC,18/19,6606,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73425430589704,-33.807346917343835,98.840019,BC,18/19,6607,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73440013638059,-33.80731673271636,98.840019,BC,18/19,6608,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73312497813042,-33.80729688862621,98.840019,BC,18/19,6609,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73430374608344,-33.80797882051334,98.840019,BC,18/19,6610,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73465399445807,-33.80801776328041,98.840019,BC,18/19,6611,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.7342374541821,-33.80739460708441,98.840019,BC,18/19,6612,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73336262797365,-33.80710332127729,98.840019,BC,18/19,6613,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73329745688821,-33.80853153524791,98.840019,BC,18/19,6614,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73450851200118,-33.80761931479284,98.840019,BC,18/19,6615,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73286638969747,-33.80753945929796,98.840019,BC,18/19,6616,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73393759850543,-33.80790942430424,98.840019,BC,18/19,6617,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734520841480034,-33.807496041452914,98.840019,BC,18/19,6618,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.732990385798175,-33.807145475515505,98.840019,BC,18/19,6619,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73468826833407,-33.80729299120011,98.840019,BC,18/19,6620,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73333773058677,-33.8080804987325,98.840019,BC,18/19,6621,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73471463889854,-33.80852216738898,98.840019,BC,18/19,6622,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.7335862681193,-33.8082356190781,98.840019,BC,18/19,6623,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73301253002002,-33.807741119621035,98.840019,BC,18/19,6624,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73421632948909,-33.80766452013836,98.840019,BC,18/19,6625,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73392617341876,-33.808060230387824,98.840019,BC,18/19,6626,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73297016507476,-33.80826959921583,98.840019,BC,18/19,6627,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73359529711593,-33.806971869671294,98.840019,BC,18/19,6628,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73334467365801,-33.80768877501374,98.840019,BC,18/19,6629,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733006960677976,-33.80721937394799,98.840019,BC,18/19,6630,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733261771130536,-33.807176011107266,98.840019,BC,18/19,6631,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73486979790619,-33.80725438883705,98.840019,BC,18/19,6632,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734542953384796,-33.808241793337096,98.840019,BC,18/19,6633,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73490865801052,-33.8081916311334,98.840019,BC,18/19,6634,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733508285251396,-33.80817010227819,98.840019,BC,18/19,6635,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733761156457064,-33.80713193581596,98.840019,BC,18/19,6636,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734608682860994,-33.807652276093265,98.840019,BC,18/19,6637,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73476980881727,-33.8072245548747,98.840019,BC,18/19,6638,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73352022018169,-33.80832442456785,98.840019,BC,18/19,6639,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73448386974534,-33.8072515025921,98.840019,BC,18/19,6640,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73389745359711,-33.80755695877438,98.840019,BC,18/19,6641,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734800151013104,-33.80871369102835,98.840019,BC,18/19,6642,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73442701414336,-33.808434404032404,98.840019,BC,18/19,6643,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733056926135546,-33.80753663650648,98.840019,BC,18/19,6644,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73441264260116,-33.80769881168638,98.840019,BC,18/19,6645,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73347778597732,-33.80717523190852,98.840019,BC,18/19,6646,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73450821913176,-33.807718113512536,98.840019,BC,18/19,6647,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73411833108235,-33.80796807309598,98.840019,BC,18/19,6648,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73449892004502,-33.80764033860751,98.840019,BC,18/19,6649,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73385444187712,-33.80734415826578,98.840019,BC,18/19,6650,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733735269103974,-33.80720501097681,98.840019,BC,18/19,6651,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73399428984691,-33.80751179462849,98.840019,BC,18/19,6652,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73482547082393,-33.80694733459192,98.840019,BC,18/19,6653,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733926358804474,-33.808144698993175,98.840019,BC,18/19,6654,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73411911285638,-33.80848697240989,98.840019,BC,18/19,6655,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733213195902664,-33.807947308490505,98.840019,BC,18/19,6656,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73297457087074,-33.807771374254685,98.840019,BC,18/19,6657,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73413626154837,-33.80801675163161,98.840019,BC,18/19,6658,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73405228146816,-33.80752662807578,98.840019,BC,18/19,6659,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733379140462475,-33.80750135668134,98.840019,BC,18/19,6660,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73283704859173,-33.80788862252869,98.840019,BC,18/19,6661,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73452923963171,-33.80842709059597,98.840019,BC,18/19,6662,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73473601909182,-33.80853316896659,98.840019,BC,18/19,6663,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733849814625486,-33.80717808547201,98.840019,BC,18/19,6664,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733251805923146,-33.807309604516945,98.840019,BC,18/19,6665,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73434637786357,-33.80766221861171,98.840019,BC,18/19,6666,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73438762318154,-33.80707443258454,98.840019,BC,18/19,6667,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.732945750751064,-33.80778764027345,98.840019,BC,18/19,6668,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73284019058004,-33.808017284679224,98.840019,BC,18/19,6669,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73362647635959,-33.807126187473564,98.840019,BC,18/19,6670,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73433003936715,-33.80739152212674,98.840019,BC,18/19,6671,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.732900258563284,-33.80701069500323,98.840019,BC,18/19,6672,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73480495206654,-33.807858232353205,98.840019,BC,18/19,6673,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734376917297375,-33.80825176777631,98.840019,BC,18/19,6674,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733081759521454,-33.80841778337297,98.840019,BC,18/19,6675,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73326670666127,-33.80716820441058,98.840019,BC,18/19,6676,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73420353445348,-33.80731338066969,98.840019,BC,18/19,6677,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.7330341436715,-33.80820273957705,98.840019,BC,18/19,6678,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73391630569239,-33.80713925817869,98.840019,BC,18/19,6679,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734500992799674,-33.8084860297391,98.840019,BC,18/19,6680,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73440797740218,-33.8081021540902,98.840019,BC,18/19,6681,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73337394792343,-33.80858529827382,98.840019,BC,18/19,6682,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73482067688738,-33.80752739917153,98.840019,BC,18/19,6683,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734589709154285,-33.80808888477637,98.840019,BC,18/19,6684,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734016528491715,-33.80697558335879,98.840019,BC,18/19,6685,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734574177881804,-33.806946392766,98.840019,BC,18/19,6686,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734449728735235,-33.80867888449045,98.840019,BC,18/19,6687,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734188196066995,-33.80798930817804,98.840019,BC,18/19,6688,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73312259773436,-33.80791260273778,98.840019,BC,18/19,6689,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73490331890783,-33.80704960354357,98.840019,BC,18/19,6690,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73396425328261,-33.807342349382616,98.840019,BC,18/19,6691,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73402222290692,-33.80833038906636,98.840019,BC,18/19,6692,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734247616924655,-33.80739231950166,98.840019,BC,18/19,6693,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73374983795187,-33.80863500253091,98.840019,BC,18/19,6694,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73385047544283,-33.8082107692384,98.840019,BC,18/19,6695,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73460598066892,-33.807796658398985,98.840019,BC,18/19,6696,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733898934206486,-33.807080844506984,98.840019,BC,18/19,6697,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73494425759158,-33.80808494577051,98.840019,BC,18/19,6698,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73440536055622,-33.807027663688636,98.840019,BC,18/19,6699,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73364260172251,-33.80787016469524,98.840019,BC,18/19,6700,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73301333737645,-33.80772871765141,98.840019,BC,18/19,6701,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734577979490226,-33.80703744849933,98.840019,BC,18/19,6702,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733439026785234,-33.807195997298855,98.840019,BC,18/19,6703,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.734353002288735,-33.807116095929935,98.840019,BC,18/19,6704,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73379654495761,-33.80870305239271,98.840019,BC,18/19,6705,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73310120934982,-33.80750490621646,98.840019,BC,18/19,6706,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73429246356576,-33.80755952899461,98.840019,BC,18/19,6707,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73487159270024,-33.80761558238163,98.840019,BC,18/19,6708,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.7339897415481,-33.807588805486105,98.840019,BC,18/19,6709,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73328229908967,-33.807695450176844,98.840019,BC,18/19,6710,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73450743312949,-33.80734858511062,98.840019,BC,18/19,6711,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73317747604475,-33.807616029074666,98.840019,BC,18/19,6712,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.7336079247487,-33.808577572035325,98.840019,BC,18/19,6713,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.733748792194284,-33.80837119030086,98.840019,BC,18/19,6714,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73458865541811,-33.80758256087454,98.840019,BC,18/19,6715,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73355730942298,-33.80869987619899,98.840019,BC,18/19,6716,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.732879248767006,-33.808433818646016,98.840019,BC,18/19,6717,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73439986305651,-33.80813133805999,98.840019,BC,18/19,6718,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73351278115901,-33.808364252006,98.840019,BC,18/19,6719,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.7340730598724,-33.80793570357314,98.840019,BC,18/19,6720,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.732880017153256,-33.80847283301534,98.840019,BC,18/19,6721,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.732860097973834,-33.807117599896884,98.840019,BC,18/19,6722,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73481609986164,-33.80749894115594,98.840019,BC,18/19,6723,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73351817268909,-33.808697527570395,98.840019,BC,18/19,6724,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73407202717872,-33.80767070376573,98.840019,BC,18/19,6725,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73447142823961,-33.8082841578687,98.840019,BC,18/19,6726,4,MAIZ TARD O 2DA,3
243,244,455,m,-61.73495802118739,-33.80755674351923,98.840019,BC,18/19,6727,4,MAIZ TARD O 2DA,3
114,114,201,aa,-62.008560755802236,-33.63078514697832,119.36753799999998,BC,18/19,6728,19,ALFALFA,11
114,114,201,aa,-62.00840893958888,-33.63108981335003,119.36753799999998,BC,18/19,6729,19,ALFALFA,11
114,114,201,aa,-62.00742035629731,-33.630283899920485,119.36753799999998,BC,18/19,6730,19,ALFALFA,11
114,114,201,aa,-62.00810731253686,-33.63013360308407,119.36753799999998,BC,18/19,6731,19,ALFALFA,11
114,114,201,aa,-62.00672633369652,-33.63003024227996,119.36753799999998,BC,18/19,6732,19,ALFALFA,11
114,114,201,aa,-62.006671981550696,-33.62941521352212,119.36753799999998,BC,18/19,6733,19,ALFALFA,11
114,114,201,aa,-62.00732281249033,-33.62952963885882,119.36753799999998,BC,18/19,6734,19,ALFALFA,11
114,114,201,aa,-62.00820493363161,-33.62943704692052,119.36753799999998,BC,18/19,6735,19,ALFALFA,11
114,114,201,aa,-62.00673504957797,-33.62955440183281,119.36753799999998,BC,18/19,6736,19,ALFALFA,11
114,114,201,aa,-62.0083737282455,-33.63070190229419,119.36753799999998,BC,18/19,6737,19,ALFALFA,11
114,114,201,aa,-62.00812755217046,-33.63020498647023,119.36753799999998,BC,18/19,6738,19,ALFALFA,11
114,114,201,aa,-62.0084178071743,-33.630391659578606,119.36753799999998,BC,18/19,6739,19,ALFALFA,11
114,114,201,aa,-62.008488780251994,-33.630331039091764,119.36753799999998,BC,18/19,6740,19,ALFALFA,11
114,114,201,aa,-62.00692772478733,-33.629821330455236,119.36753799999998,BC,18/19,6741,19,ALFALFA,11
114,114,201,aa,-62.006956223844576,-33.629788406477076,119.36753799999998,BC,18/19,6742,19,ALFALFA,11
114,114,201,aa,-62.0069073688383,-33.63081793634613,119.36753799999998,BC,18/19,6743,19,ALFALFA,11
114,114,201,aa,-62.00670877770463,-33.63081362571599,119.36753799999998,BC,18/19,6744,19,ALFALFA,11
114,114,201,aa,-62.00812004761949,-33.63096878548147,119.36753799999998,BC,18/19,6745,19,ALFALFA,11
114,114,201,aa,-62.00651441758929,-33.63024296293215,119.36753799999998,BC,18/19,6746,19,ALFALFA,11
114,114,201,aa,-62.0075353181952,-33.63031076048517,119.36753799999998,BC,18/19,6747,19,ALFALFA,11
114,114,201,aa,-62.00686853946546,-33.63006971686192,119.36753799999998,BC,18/19,6748,19,ALFALFA,11
114,114,201,aa,-62.00759564998208,-33.63015573226581,119.36753799999998,BC,18/19,6749,19,ALFALFA,11
114,114,201,aa,-62.00843506582161,-33.63022873670862,119.36753799999998,BC,18/19,6750,19,ALFALFA,11
114,114,201,aa,-62.00772139755291,-33.63010807677006,119.36753799999998,BC,18/19,6751,19,ALFALFA,11
114,114,201,aa,-62.00827875863283,-33.63106831560421,119.36753799999998,BC,18/19,6752,19,ALFALFA,11
114,114,201,aa,-62.007947500648434,-33.63012503360057,119.36753799999998,BC,18/19,6753,19,ALFALFA,11
114,114,201,aa,-62.007477800713986,-33.6298930701061,119.36753799999998,BC,18/19,6754,19,ALFALFA,11
114,114,201,aa,-62.00736422980004,-33.62948637052582,119.36753799999998,BC,18/19,6755,19,ALFALFA,11
114,114,201,aa,-62.00805961483666,-33.629828469485744,119.36753799999998,BC,18/19,6756,19,ALFALFA,11
114,114,201,aa,-62.006970110475265,-33.62990598690623,119.36753799999998,BC,18/19,6757,19,ALFALFA,11
114,114,201,aa,-62.0065091204209,-33.63045318086262,119.36753799999998,BC,18/19,6758,19,ALFALFA,11
114,114,201,aa,-62.00789264124271,-33.63029740547636,119.36753799999998,BC,18/19,6759,19,ALFALFA,11
114,114,201,aa,-62.007073895853665,-33.63009365283288,119.36753799999998,BC,18/19,6760,19,ALFALFA,11
114,114,201,aa,-62.00701551283331,-33.63107567712514,119.36753799999998,BC,18/19,6761,19,ALFALFA,11
114,114,201,aa,-62.007115022425644,-33.62989400372914,119.36753799999998,BC,18/19,6762,19,ALFALFA,11
114,114,201,aa,-62.007789629403305,-33.62952914498329,119.36753799999998,BC,18/19,6763,19,ALFALFA,11
114,114,201,aa,-62.00699735864668,-33.631082419031834,119.36753799999998,BC,18/19,6764,19,ALFALFA,11
114,114,201,aa,-62.00654364698601,-33.63065399339304,119.36753799999998,BC,18/19,6765,19,ALFALFA,11
114,114,201,aa,-62.008174578525605,-33.630439718083856,119.36753799999998,BC,18/19,6766,19,ALFALFA,11
114,114,201,aa,-62.00812194622246,-33.629643804274714,119.36753799999998,BC,18/19,6767,19,ALFALFA,11
114,114,201,aa,-62.007778723796946,-33.62955107989633,119.36753799999998,BC,18/19,6768,19,ALFALFA,11
114,114,201,aa,-62.00847295284973,-33.630237158378065,119.36753799999998,BC,18/19,6769,19,ALFALFA,11
114,114,201,aa,-62.00790506269624,-33.62987435656906,119.36753799999998,BC,18/19,6770,19,ALFALFA,11
114,114,201,aa,-62.00759121794434,-33.62976987144716,119.36753799999998,BC,18/19,6771,19,ALFALFA,11
114,114,201,aa,-62.00705998507933,-33.63086928539326,119.36753799999998,BC,18/19,6772,19,ALFALFA,11
114,114,201,aa,-62.00855119648118,-33.63035257262574,119.36753799999998,BC,18/19,6773,19,ALFALFA,11
114,114,201,aa,-62.00816514413072,-33.630186829646036,119.36753799999998,BC,18/19,6774,19,ALFALFA,11
114,114,201,aa,-62.00668907664855,-33.62946238811292,119.36753799999998,BC,18/19,6775,19,ALFALFA,11
114,114,201,aa,-62.0083230599777,-33.62948674408941,119.36753799999998,BC,18/19,6776,19,ALFALFA,11
114,114,201,aa,-62.007066021349026,-33.63103241618176,119.36753799999998,BC,18/19,6777,19,ALFALFA,11
114,114,201,aa,-62.00665663825939,-33.630576541620954,119.36753799999998,BC,18/19,6778,19,ALFALFA,11
114,114,201,aa,-62.007123079943035,-33.62995470864726,119.36753799999998,BC,18/19,6779,19,ALFALFA,11
114,114,201,aa,-62.007216241414035,-33.62984339075021,119.36753799999998,BC,18/19,6780,19,ALFALFA,11
114,114,201,aa,-62.008421771270534,-33.62998459189925,119.36753799999998,BC,18/19,6781,19,ALFALFA,11
114,114,201,aa,-62.006897639740785,-33.63078128223842,119.36753799999998,BC,18/19,6782,19,ALFALFA,11
114,114,201,aa,-62.00791328214162,-33.62976107402622,119.36753799999998,BC,18/19,6783,19,ALFALFA,11
114,114,201,aa,-62.00807420175371,-33.629835501490355,119.36753799999998,BC,18/19,6784,19,ALFALFA,11
114,114,201,aa,-62.00792870865729,-33.629429270596795,119.36753799999998,BC,18/19,6785,19,ALFALFA,11
